OBS,DATE,Study,long,lat,DEPTH,BACTERIA,VIRUS
4336,5/30/2008,BATS,-64.5,31.5,251,184000,1400000
4337,5/17/2005,BATS,-64.5,31.5,250.2,233000,2100000
4338,5/15/2001,BATS,-64.5,31.5,250.206,142000,1300000
4339,5/14/2002,BATS,-64.5,31.5,253.18,118000,3120000
4340,5/10/2006,BATS,-64.5,31.5,250.4,244000,2680000
4341,5/20/2003,BATS,-64.5,31.5,250.279,177000,1500000
4342,5/18/2004,BATS,-64.5,31.5,250.191,140000,1270000
4343,5/29/2008,BATS,-64.5,31.5,301.9,123000,841000
4344,5/11/2000,BATS,-64.5,31.5,300.879,324000,2700000
4345,5/16/2001,BATS,-64.5,31.5,299.001,130000,1680000
4346,5/18/2005,BATS,-64.5,31.5,300.6,140000,1940000
4347,5/19/2003,BATS,-64.5,31.5,301.065,117000,1050000
4348,5/15/2002,BATS,-64.5,31.5,299.922,139000,1790000
4349,5/9/2006,BATS,-64.5,31.5,301.2,220000,2530000
4350,5/9/2006,BATS,-64.5,31.5,400.2,141000,1130000
4351,5/18/2005,BATS,-64.5,31.5,400.9,130000,1350000
4352,5/19/2003,BATS,-64.5,31.5,399.914,81800,1200000
4353,5/15/2002,BATS,-64.5,31.5,400.974,104000,1030000
4354,5/16/2001,BATS,-64.5,31.5,400.093,77900,1080000
4355,5/29/2008,BATS,-64.5,31.5,401.5,84700,874000
4356,6/14/2005,BATS,-64.5,31.5,3.5,406000,2960000
4357,6/15/2004,BATS,-64.5,31.5,3.442,485000,2400000
4358,6/5/2001,BATS,-64.5,31.5,3.802,297000,2140000
4359,6/22/2008,BATS,-64.5,31.5,4.6,365000,1850000
4360,6/4/2002,BATS,-64.5,31.5,3.897,361000,2710000
4361,6/21/2007,BATS,-64.5,31.5,2.8,476000,2020000
4362,6/6/2000,BATS,-64.5,31.5,3.181,276000,1650000
4363,1/30/2001,BATS,-64.5,31.5,19.502,344000,1710000
4364,6/27/2006,BATS,-64.5,31.5,20.9,540000,2990000
4365,6/21/2007,BATS,-64.5,31.5,19.8,408000,2040000
4366,6/14/2005,BATS,-64.5,31.5,20.2,391000,2180000
4367,6/5/2001,BATS,-64.5,31.5,20.198,331000,2310000
4368,6/22/2008,BATS,-64.5,31.5,20.5,319000,2040000
4369,6/4/2002,BATS,-64.5,31.5,20.338,424000,3080000
4370,6/15/2004,BATS,-64.5,31.5,20.04,474000,2180000
4371,6/6/2000,BATS,-64.5,31.5,19.871,290000,1940000
4372,6/6/2000,BATS,-64.5,31.5,39.771,566000,2570000
4373,6/14/2005,BATS,-64.5,31.5,39.1,692000,4010000
4374,6/15/2004,BATS,-64.5,31.5,39.391,608000,2840000
4375,9/14/2004,BATS,-64.5,31.5,79.606,614000,8020000
4376,6/21/2007,BATS,-64.5,31.5,39.4,507000,3570000
4377,6/27/2006,BATS,-64.5,31.5,60.6,507000,4100000
4378,6/15/2004,BATS,-64.5,31.5,60.155,629000,4630000
4379,6/6/2000,BATS,-64.5,31.5,59.611,463000,2870000
4380,6/4/2002,BATS,-64.5,31.5,60.688,443000,3140000
4381,6/22/2008,BATS,-64.5,31.5,61,307000,2100000
4382,6/21/2007,BATS,-64.5,31.5,59.6,617000,3380000
4383,9/12/2001,BATS,-64.5,31.5,99.755,297000,3630000
4384,6/27/2006,BATS,-64.5,31.5,40.8,691000,2810000
4385,6/22/2008,BATS,-64.5,31.5,40.1,376000,2140000
4386,6/14/2005,BATS,-64.5,31.5,60.4,544000,4140000
4387,6/5/2001,BATS,-64.5,31.5,60.125,419000,3870000
4388,6/5/2001,BATS,-64.5,31.5,40.581,402000,2390000
4389,6/4/2002,BATS,-64.5,31.5,41.064,488000,3170000
4390,6/27/2006,BATS,-64.5,31.5,80.7,535000,3980000
4391,6/5/2001,BATS,-64.5,31.5,80.398,409000,4220000
4392,6/6/2000,BATS,-64.5,31.5,79.639,449000,2830000
4393,6/22/2008,BATS,-64.5,31.5,79.7,489000,2450000
4394,1/12/2006,BATS,-64.5,31.5,61.1,507000,4890000
4395,6/14/2005,BATS,-64.5,31.5,80.6,563000,5350000
4396,6/15/2004,BATS,-64.5,31.5,79.441,577000,4770000
4397,6/4/2002,BATS,-64.5,31.5,80.612,431000,3280000
4398,6/21/2007,BATS,-64.5,31.5,79.6,547000,4690000
4399,6/21/2007,BATS,-64.5,31.5,99.8,476000,5390000
4400,6/4/2002,BATS,-64.5,31.5,101.439,278000,2520000
4401,6/5/2001,BATS,-64.5,31.5,100.642,460000,5380000
4402,6/15/2004,BATS,-64.5,31.5,100.533,452000,4070000
4403,9/12/2001,BATS,-64.5,31.5,140.41,239000,2010000
4404,9/19/2003,BATS,-64.5,31.5,140.18,328000,2400000
4405,9/17/2002,BATS,-64.5,31.5,159.9,288000,2760000
4406,9/14/2004,BATS,-64.5,31.5,139.839,250000,2450000
4407,6/14/2005,BATS,-64.5,31.5,100,595000,8650000
4408,6/22/2008,BATS,-64.5,31.5,120.5,381000,3650000
4409,6/21/2007,BATS,-64.5,31.5,139.6,191000,3230000
4410,6/27/2006,BATS,-64.5,31.5,160.1,154000,1800000
4411,6/15/2004,BATS,-64.5,31.5,159.402,245000,2450000
4412,6/6/2000,BATS,-64.5,31.5,160.695,203000,3010000
4413,6/22/2008,BATS,-64.5,31.5,139.9,360000,3600000
4414,6/4/2002,BATS,-64.5,31.5,140.414,250000,2010000
4415,6/27/2006,BATS,-64.5,31.5,140.3,237000,3890000
4416,6/14/2005,BATS,-64.5,31.5,139.3,167000,4120000
4417,6/22/2008,BATS,-64.5,31.5,160.4,238000,3310000
4418,6/15/2004,BATS,-64.5,31.5,139.853,308000,3070000
4419,4/18/2001,BATS,-64.5,31.5,100.296,466000,3500000
4420,4/5/2006,BATS,-64.5,31.5,99.5,450000,3830000
4421,4/11/2000,BATS,-64.5,31.5,102.189,626000,2380000
4422,6/5/2001,BATS,-64.5,31.5,160.649,237000,4460000
4423,6/14/2005,BATS,-64.5,31.5,159.7,205000,2500000
4424,6/6/2000,BATS,-64.5,31.5,139.108,227000,3560000
4425,6/21/2007,BATS,-64.5,31.5,160.4,243000,2040000
4426,6/14/2005,BATS,-64.5,31.5,200,146000,1520000
4427,6/27/2006,BATS,-64.5,31.5,200.2,180000,1320000
4428,6/15/2004,BATS,-64.5,31.5,200.87,225000,2040000
4429,3/13/2008,BATS,-64.5,31.5,200,178000,1800000
4430,7/18/2008,BATS,-64.5,31.5,160.1,210000,2260000
4431,7/19/2005,BATS,-64.5,31.5,159.8,344000,2150000
4432,7/2/2002,BATS,-64.5,31.5,140.939,322000,3190000
4433,4/15/2008,BATS,-64.5,31.5,160,277000,2970000
4434,4/16/2002,BATS,-64.5,31.5,160.374,249000,3100000
4435,4/15/2007,BATS,-64.5,31.5,160.2,202000,2940000
4436,4/19/2005,BATS,-64.5,31.5,160.9,833000,2580000
4437,4/3/2003,BATS,-64.5,31.5,159.291,280000,2900000
4438,9/7/2007,BATS,-64.5,31.5,398.4,85700,1530000
4439,4/4/2001,BATS,-64.5,31.5,159.932,212000,1340000
4440,4/5/2006,BATS,-64.5,31.5,160.8,487000,3200000
4441,4/5/2006,BATS,-64.5,31.5,140.2,412000,3890000
4442,4/18/2001,BATS,-64.5,31.5,141.848,244000,2300000
4443,4/16/2002,BATS,-64.5,31.5,139.872,354000,3100000
4444,4/3/2003,BATS,-64.5,31.5,138.506,355000,3300000
4445,4/3/2007,BATS,-64.5,31.5,162.4,240000,2910000
4446,4/6/2005,BATS,-64.5,31.5,140.3,476000,3800000
4447,4/21/2004,BATS,-64.5,31.5,160.491,275000,3500000
4448,4/11/2000,BATS,-64.5,31.5,140.264,268000,1680000
4449,4/4/2001,BATS,-64.5,31.5,140.409,350000,2090000
4450,4/22/2003,BATS,-64.5,31.5,161.01,251000,2400000
4451,4/15/2007,BATS,-64.5,31.5,141.1,414000,4080000
4452,4/15/2008,BATS,-64.5,31.5,140.8,485000,2910000
4453,6/6/2001,BATS,-64.5,31.5,400.638,89600,770000
4454,6/13/2005,BATS,-64.5,31.5,399.5,123000,870000
4455,4/6/2005,BATS,-64.5,31.5,161.6,281000,2880000
4456,4/3/2007,BATS,-64.5,31.5,139.1,375000,3430000
4457,4/22/2003,BATS,-64.5,31.5,139.752,322000,2300000
4458,4/11/2000,BATS,-64.5,31.5,201.034,367000,1870000
4459,4/15/2007,BATS,-64.5,31.5,201.6,179000,1340000
4460,3/23/2004,BATS,-64.5,31.5,298.895,121000,2260000
4461,3/21/2003,BATS,-64.5,31.5,296.502,104000,1290000
4462,3/20/2007,BATS,-64.5,31.5,298.7,88600,1070000
4463,3/26/2008,BATS,-64.5,31.5,298.7,97400,1740000
4464,3/8/2005,BATS,-64.5,31.5,299.6,229000,1520000
4465,3/14/2008,BATS,-64.5,31.5,400,93500,990000
4466,3/26/2008,BATS,-64.5,31.5,398.6,87600,1160000
4467,3/20/2002,BATS,-64.5,31.5,397.724,84700,780000
4468,3/20/2007,BATS,-64.5,31.5,400.8,87600,771000
4469,11/14/2000,BATS,-64.5,31.5,59.017,349000,4050000
4470,11/14/2000,BATS,-64.5,31.5,41.016,380000,3980000
4471,11/10/2005,BATS,-64.5,31.5,60.4,388000,6930000
4472,11/29/2006,BATS,-64.5,31.5,40.3,413000,4890000
4473,11/10/2005,BATS,-64.5,31.5,40.4,379000,2910000
4474,11/13/2002,BATS,-64.5,31.5,40.619,454000,4400000
4475,11/9/2001,BATS,-64.5,31.5,60.6,463000,2950000
4476,11/12/2004,BATS,-64.5,31.5,59.4,619000,3890000
4477,11/9/2001,BATS,-64.5,31.5,40.031,475000,2730000
4478,11/29/2006,BATS,-64.5,31.5,60.4,412000,5080000
4479,11/4/2003,BATS,-64.5,31.5,59.581,401000,5200000
4480,11/14/2000,BATS,-64.5,31.5,78.926,241000,5950000
4481,7/14/2004,BATS,-64.5,31.5,2.616,470000,1700000
4482,7/19/2005,BATS,-64.5,31.5,3.4,549000,1500000
4483,7/11/2000,BATS,-64.5,31.5,3.357,408000,2300000
4484,7/2/2002,BATS,-64.5,31.5,20.122,467000,2310000
4485,7/4/2003,BATS,-64.5,31.5,19.325,436000,2.00E+06
4486,7/18/2001,BATS,-64.5,31.5,20.021,350000,1690000
4487,7/15/2003,BATS,-64.5,31.5,20.164,522000,2.00E+06
4488,7/19/2007,BATS,-64.5,31.5,20.4,533000,2370000
4489,7/11/2000,BATS,-64.5,31.5,20.393,343000,2450000
4490,7/18/2008,BATS,-64.5,31.5,20.2,602000,2510000
4491,7/19/2006,BATS,-64.5,31.5,20.7,348000,1990000
4492,7/19/2005,BATS,-64.5,31.5,20,533000,1820000
4493,7/14/2004,BATS,-64.5,31.5,20.369,506000,1860000
4494,7/18/2008,BATS,-64.5,31.5,39.3,607000,3130000
4495,7/14/2004,BATS,-64.5,31.5,39.904,521000,3480000
4496,7/19/2005,BATS,-64.5,31.5,39.7,1190000,3330000
4497,7/19/2007,BATS,-64.5,31.5,39.3,639000,2220000
4498,7/18/2001,BATS,-64.5,31.5,38.978,574000,2780000
4499,7/4/2003,BATS,-64.5,31.5,39.532,605000,3700000
4500,7/19/2006,BATS,-64.5,31.5,41.1,615000,4300000
4501,7/18/2001,BATS,-64.5,31.5,60.578,541000,2860000
4502,7/11/2000,BATS,-64.5,31.5,60.388,453000,3430000
4503,7/11/2000,BATS,-64.5,31.5,40.306,569000,2960000
4504,7/19/2006,BATS,-64.5,31.5,60.5,614000,4690000
4505,7/15/2003,BATS,-64.5,31.5,59.476,801000,7600000
4506,7/4/2003,BATS,-64.5,31.5,60.15,860000,5400000
4507,7/19/2007,BATS,-64.5,31.5,61.4,698000,4350000
4508,7/2/2002,BATS,-64.5,31.5,40.536,449000,2550000
4509,7/2/2002,BATS,-64.5,31.5,60.002,410000,3020000
4510,11/14/2007,BATS,-64.5,31.5,159.6,105000,1640000
4511,11/13/2002,BATS,-64.5,31.5,159.82,187000,3700000
4512,11/4/2003,BATS,-64.5,31.5,139.992,194000,4.00E+06
4513,7/14/2004,BATS,-64.5,31.5,59.537,502000,4720000
4514,7/14/2004,BATS,-64.5,31.5,80.713,546000,5760000
4515,7/18/2001,BATS,-64.5,31.5,79.435,393000,3910000
4516,7/18/2008,BATS,-64.5,31.5,79.3,555000,4400000
4517,7/19/2007,BATS,-64.5,31.5,79.2,676000,4180000
4518,7/11/2000,BATS,-64.5,31.5,80.562,556000,3470000
4519,7/4/2003,BATS,-64.5,31.5,80.232,486000,7.00E+06
4520,7/19/2006,BATS,-64.5,31.5,80.3,608000,5610000
4521,4/3/2003,BATS,-64.5,31.5,60.306,504000,5300000
4522,4/19/2005,BATS,-64.5,31.5,60.2,705000,2880000
4523,4/22/2003,BATS,-64.5,31.5,60.044,478000,3900000
4524,4/3/2007,BATS,-64.5,31.5,41.6,396000,3560000
4525,4/18/2001,BATS,-64.5,31.5,81.562,542000,3680000
4526,4/15/2008,BATS,-64.5,31.5,79.1,430000,3450000
4527,4/18/2001,BATS,-64.5,31.5,62.598,537000,2300000
4528,4/6/2005,BATS,-64.5,31.5,81.5,541000,3640000
4529,4/5/2006,BATS,-64.5,31.5,81.2,645000,4670000
4530,4/3/2003,BATS,-64.5,31.5,79.865,512000,3600000
4531,4/16/2002,BATS,-64.5,31.5,81.177,425000,2700000
4532,4/21/2004,BATS,-64.5,31.5,81.433,425000,3700000
4533,4/15/2007,BATS,-64.5,31.5,80.6,455000,4040000
4534,4/3/2007,BATS,-64.5,31.5,79,673000,3860000
4535,4/4/2001,BATS,-64.5,31.5,79.192,370000,1860000
4536,4/19/2005,BATS,-64.5,31.5,80.3,630000,3240000
4537,4/11/2000,BATS,-64.5,31.5,80.822,824000,2670000
4538,4/22/2003,BATS,-64.5,31.5,80.316,552000,4300000
4539,4/22/2003,BATS,-64.5,31.5,99.562,399000,2100000
4540,7/15/2003,BATS,-64.5,31.5,162.051,293000,2400000
4541,7/19/2006,BATS,-64.5,31.5,160.9,127000,2020000
4542,7/14/2004,BATS,-64.5,31.5,138.794,315000,3830000
4543,4/4/2001,BATS,-64.5,31.5,98.404,491000,1800000
4544,4/3/2003,BATS,-64.5,31.5,98.332,416000,3500000
4545,4/15/2008,BATS,-64.5,31.5,99.4,448000,3500000
4546,4/6/2005,BATS,-64.5,31.5,101.6,481000,3390000
4547,7/19/2007,BATS,-64.5,31.5,138.4,310000,1710000
4548,7/19/2006,BATS,-64.5,31.5,140.6,207000,2090000
4549,7/19/2007,BATS,-64.5,31.5,160.3,267000,1920000
4550,7/19/2005,BATS,-64.5,31.5,140.4,352000,3060000
4551,6/5/2001,BATS,-64.5,31.5,199.573,169000,1570000
4552,3/20/2001,BATS,-64.5,31.5,200.903,362000,2250000
4553,9/18/2003,BATS,-64.5,31.5,302.34,119000,1190000
4554,3/23/2004,BATS,-64.5,31.5,201.079,255000,2600000
4555,3/19/2002,BATS,-64.5,31.5,199.966,232000,1900000
4556,3/8/2005,BATS,-64.5,31.5,198.3,581000,3330000
4557,3/9/2004,BATS,-64.5,31.5,200.6,159000,2400000
4558,3/14/2000,BATS,-64.5,31.5,200.091,5.00E+05,840000
4559,4/21/2004,BATS,-64.5,31.5,141.276,348000,3600000
4560,3/21/2007,BATS,-64.5,31.5,200.4,203000,1530000
4561,3/7/2007,BATS,-64.5,31.5,198.8,159000,1700000
4562,9/6/2005,BATS,-64.5,31.5,401.6,95400,1030000
4563,3/25/2008,BATS,-64.5,31.5,203.3,146000,1570000
4564,3/14/2000,BATS,-64.5,31.5,251.345,568000,810000
4565,3/19/2002,BATS,-64.5,31.5,248.862,235000,1600000
4566,3/7/2007,BATS,-64.5,31.5,250.1,146000,1280000
4567,11/4/2003,BATS,-64.5,31.5,3.469,415000,4400000
4568,3/20/2001,BATS,-64.5,31.5,250.973,317000,1680000
4569,6/13/2005,BATS,-64.5,31.5,299.6,169000,1270000
4570,6/6/2000,BATS,-64.5,31.5,299.854,152000,1860000
4571,6/23/2008,BATS,-64.5,31.5,300,58400,888000
4572,6/26/2006,BATS,-64.5,31.5,300.8,94400,1040000
4573,6/6/2001,BATS,-64.5,31.5,300.577,94400,1040000
4574,4/19/2005,BATS,-64.5,31.5,139.6,482000,2640000
4575,4/11/2000,BATS,-64.5,31.5,159.608,312000,1760000
4576,11/14/2000,BATS,-64.5,31.5,19.458,341000,3980000
4577,12/6/2007,BATS,-64.5,31.5,58.9,403000,5150000
4578,7/20/2005,BATS,-64.5,31.5,301.9,121000,1730000
4579,7/18/2006,BATS,-64.5,31.5,299.8,49700,1250000
4580,7/5/2003,BATS,-64.5,31.5,299.755,114000,1070000
4581,4/3/2003,BATS,-64.5,31.5,200.625,212000,1700000
4582,4/19/2005,BATS,-64.5,31.5,200.6,438000,2110000
4583,4/16/2002,BATS,-64.5,31.5,200.347,297000,1800000
4584,4/4/2001,BATS,-64.5,31.5,200.334,152000,1020000
4585,7/20/2005,BATS,-64.5,31.5,401.1,199000,1300000
4586,7/15/2004,BATS,-64.5,31.5,396.959,104000,2.00E+06
4587,7/20/2007,BATS,-64.5,31.5,401.1,126000,906000
4588,7/19/2001,BATS,-64.5,31.5,400.241,121000,1080000
4589,7/18/2006,BATS,-64.5,31.5,398.6,114000,785000
4590,7/19/2008,BATS,-64.5,31.5,402.8,84700,968000
4591,7/3/2002,BATS,-64.5,31.5,399.483,109000,670000
4592,8/17/2007,BATS,-64.5,31.5,4.4,457000,2040000
4593,8/17/2004,BATS,-64.5,31.5,2.775,425000,2090000
4594,8/12/2003,BATS,-64.5,31.5,2.687,433000,1800000
4595,8/14/2008,BATS,-64.5,31.5,4.1,293000,1470000
4596,8/8/2000,BATS,-64.5,31.5,3.061,408000,2710000
4597,8/9/2005,BATS,-64.5,31.5,3.2,103000,2160000
4598,8/9/2006,BATS,-64.5,31.5,3.1,262000,1950000
4599,8/7/2001,BATS,-64.5,31.5,3.449,347000,1790000
4600,8/20/2002,BATS,-64.5,31.5,3.769,450000,1700000
4601,8/17/2007,BATS,-64.5,31.5,20.2,518000,2540000
4602,8/14/2008,BATS,-64.5,31.5,20,308000,2240000
4603,4/15/2008,BATS,-64.5,31.5,249.8,179000,1340000
4604,4/6/2005,BATS,-64.5,31.5,301.4,129000,1350000
4605,4/2/2007,BATS,-64.5,31.5,300.9,98300,1040000
4606,4/5/2006,BATS,-64.5,31.5,302.2,105000,1250000
4607,4/14/2007,BATS,-64.5,31.5,300.9,106000,1120000
4608,4/19/2001,BATS,-64.5,31.5,298.79,70100,820000
4609,4/17/2002,BATS,-64.5,31.5,300.039,115000,670000
4610,4/23/2003,BATS,-64.5,31.5,300.261,175000,990000
4611,4/22/2004,BATS,-64.5,31.5,301.277,130000,2250000
4612,4/10/2000,BATS,-64.5,31.5,297.49,193000,1010000
4613,4/20/2005,BATS,-64.5,31.5,299.7,57400,2060000
4614,4/16/2008,BATS,-64.5,31.5,301,96400,837000
4615,4/14/2007,BATS,-64.5,31.5,401.3,109000,954000
4616,4/5/2006,BATS,-64.5,31.5,401.4,118000,634000
4617,4/22/2004,BATS,-64.5,31.5,401.238,82800,1100000
4618,4/2/2007,BATS,-64.5,31.5,402.9,74000,975000
4619,4/19/2001,BATS,-64.5,31.5,399.125,63300,630000
4620,4/20/2005,BATS,-64.5,31.5,398.9,163000,980000
4621,4/6/2005,BATS,-64.5,31.5,405.5,128000,1170000
4622,4/16/2008,BATS,-64.5,31.5,398.5,91500,694000
4623,4/23/2003,BATS,-64.5,31.5,400.357,105000,1.00E+06
4624,4/17/2002,BATS,-64.5,31.5,399.269,103000,680000
4625,4/3/2003,BATS,-64.5,31.5,502.375,107000,1010000
4626,11/9/2001,BATS,-64.5,31.5,143.645,167000,1070000
4627,11/12/2004,BATS,-64.5,31.5,160,276000,2750000
4628,11/14/2007,BATS,-64.5,31.5,141.2,151000,1680000
4629,11/13/2002,BATS,-64.5,31.5,141.329,297000,3900000
4630,11/8/2006,BATS,-64.5,31.5,161.3,130000,2590000
4631,11/12/2004,BATS,-64.5,31.5,140.3,349000,5090000
4632,5/10/2000,BATS,-64.5,31.5,3.699,662000,3540000
4633,5/20/2003,BATS,-64.5,31.5,3.691,470000,2700000
4634,9/12/2008,BATS,-64.5,31.5,138.5,195000,2170000
4635,9/12/2001,BATS,-64.5,31.5,161.238,174000,1610000
4636,9/6/2006,BATS,-64.5,31.5,139.9,237000,3110000
4637,9/6/2006,BATS,-64.5,31.5,160,154000,3560000
4638,9/6/2005,BATS,-64.5,31.5,139.5,316000,2590000
4639,9/14/2004,BATS,-64.5,31.5,160.54,243000,1660000
4640,5/17/2005,BATS,-64.5,31.5,20,715000,4050000
4641,5/18/2004,BATS,-64.5,31.5,19.092,389000,3040000
4642,9/6/2005,BATS,-64.5,31.5,159.8,226000,2600000
4643,9/19/2003,BATS,-64.5,31.5,161.429,233000,2900000
4644,9/8/2007,BATS,-64.5,31.5,139.9,354000,3280000
4645,9/17/2002,BATS,-64.5,31.5,141.5,389000,3530000
4646,11/10/2005,BATS,-64.5,31.5,200.8,103000,1850000
4647,11/12/2004,BATS,-64.5,31.5,200.3,199000,2220000
4648,5/18/2004,BATS,-64.5,31.5,39.452,411000,5160000
4649,11/9/2001,BATS,-64.5,31.5,251.275,129000,550000
4650,9/8/2007,BATS,-64.5,31.5,161.3,169000,2250000
4651,9/13/2000,BATS,-64.5,31.5,159.202,180000,2160000
4652,9/12/2001,BATS,-64.5,31.5,200.365,160000,1300000
4653,9/6/2006,BATS,-64.5,31.5,199.2,180000,2170000
4654,9/14/2004,BATS,-64.5,31.5,200.39,197000,2280000
4655,7/14/2004,BATS,-64.5,31.5,100.468,476000,5350000
4656,7/18/2008,BATS,-64.5,31.5,118.4,344000,3090000
4657,7/18/2001,BATS,-64.5,31.5,159.559,248000,1070000
4658,7/11/2000,BATS,-64.5,31.5,160.299,175000,4200000
4659,7/14/2004,BATS,-64.5,31.5,160.614,256000,3110000
4660,7/18/2001,BATS,-64.5,31.5,139.486,174000,2330000
4661,12/10/2002,BATS,-64.5,31.5,59.219,384000,3900000
4662,7/3/2002,BATS,-64.5,31.5,300.634,147000,490000
4663,7/12/2000,BATS,-64.5,31.5,299.981,107000,2170000
4664,7/2/2002,BATS,-64.5,31.5,159.848,263000,3790000
4665,7/15/2003,BATS,-64.5,31.5,141.019,395000,2400000
4666,7/4/2003,BATS,-64.5,31.5,139.859,347000,2700000
4667,7/4/2003,BATS,-64.5,31.5,159.814,239000,2200000
4668,7/18/2008,BATS,-64.5,31.5,140.4,253000,2600000
4669,11/14/2002,BATS,-64.5,31.5,398.596,86700,1200000
4670,11/7/2006,BATS,-64.5,31.5,399.9,97400,1700000
4671,11/10/2001,BATS,-64.5,31.5,401.285,80800,570000
4672,12/12/2000,BATS,-64.5,31.5,4.22,354000,3640000
4673,12/11/2001,BATS,-64.5,31.5,4.695,360000,2050000
4674,12/8/2004,BATS,-64.5,31.5,3.1,503000,3670000
4675,12/2/2003,BATS,-64.5,31.5,3.541,420000,4100000
4676,7/11/2000,BATS,-64.5,31.5,140.229,244000,4400000
4677,7/19/2007,BATS,-64.5,31.5,198.5,230000,2.00E+06
4678,7/2/2002,BATS,-64.5,31.5,199.987,157000,1100000
4679,7/14/2004,BATS,-64.5,31.5,200.661,232000,2890000
4680,3/4/2003,BATS,-64.5,31.5,200.989,153000,1900000
4681,7/18/2001,BATS,-64.5,31.5,200.053,162000,1090000
4682,7/18/2008,BATS,-64.5,31.5,199.8,140000,1570000
4683,7/11/2000,BATS,-64.5,31.5,199.545,127000,2520000
4684,7/15/2003,BATS,-64.5,31.5,200.188,243000,2.00E+06
4685,12/6/2007,BATS,-64.5,31.5,17.8,499000,4590000
4686,12/12/2000,BATS,-64.5,31.5,19.945,429000,3110000
4687,12/2/2003,BATS,-64.5,31.5,20.007,453000,5.00E+06
4688,12/11/2001,BATS,-64.5,31.5,38.301,416000,1820000
4689,12/2/2003,BATS,-64.5,31.5,39.154,463000,6300000
4690,7/4/2003,BATS,-64.5,31.5,250.089,204000,1100000
4691,7/14/2004,BATS,-64.5,31.5,249.864,176000,1940000
4692,12/12/2000,BATS,-64.5,31.5,39.655,377000,3570000
4693,12/6/2007,BATS,-64.5,31.5,37.7,474000,4270000
4694,12/8/2004,BATS,-64.5,31.5,59.9,277000,6940000
4695,6/20/2007,BATS,-64.5,31.5,300.2,71100,1030000
4696,12/2/2003,BATS,-64.5,31.5,59.2,453000,4200000
4697,12/16/2008,BATS,-64.5,31.5,61.1,389000,3540000
4698,11/4/2003,BATS,-64.5,31.5,99.637,263000,4700000
4699,8/17/2007,BATS,-64.5,31.5,58.8,9.00E+05,5170000
4700,12/9/2005,BATS,-64.5,31.5,60.7,248000,3240000
4701,8/14/2008,BATS,-64.5,31.5,60,318000,4270000
4702,8/7/2001,BATS,-64.5,31.5,41.171,478000,2850000
4703,8/20/2002,BATS,-64.5,31.5,60.326,452000,4200000
4704,7/19/2001,BATS,-64.5,31.5,298.971,114000,1070000
4705,7/20/2007,BATS,-64.5,31.5,300.4,143000,1830000
4706,9/6/2005,BATS,-64.5,31.5,4.4,283000,1680000
4707,9/8/2007,BATS,-64.5,31.5,5.5,605000,3020000
4708,9/12/2008,BATS,-64.5,31.5,19.6,412000,3190000
4709,9/6/2005,BATS,-64.5,31.5,19.6,538000,3190000
4710,9/13/2000,BATS,-64.5,31.5,20.367,429000,2690000
4711,9/8/2007,BATS,-64.5,31.5,20.7,510000,3220000
4712,9/12/2001,BATS,-64.5,31.5,19.975,376000,2420000
4713,9/17/2002,BATS,-64.5,31.5,20,444000,4650000
4714,9/19/2003,BATS,-64.5,31.5,21.814,434000,5200000
4715,9/6/2006,BATS,-64.5,31.5,20,541000,2550000
4716,9/14/2004,BATS,-64.5,31.5,21.063,554000,2050000
4717,9/8/2007,BATS,-64.5,31.5,39.6,537000,4630000
4718,9/17/2002,BATS,-64.5,31.5,39.9,542000,4660000
4719,9/19/2003,BATS,-64.5,31.5,39.296,467000,4900000
4720,9/13/2000,BATS,-64.5,31.5,39.439,524000,2500000
4721,9/6/2006,BATS,-64.5,31.5,39.7,691000,6220000
4722,9/12/2001,BATS,-64.5,31.5,38.653,496000,3310000
4723,9/12/2008,BATS,-64.5,31.5,39.6,416000,3880000
4724,9/14/2004,BATS,-64.5,31.5,60.582,699000,8100000
4725,9/6/2005,BATS,-64.5,31.5,60,635000,5900000
4726,9/12/2008,BATS,-64.5,31.5,60,403000,4190000
4727,9/17/2002,BATS,-64.5,31.5,59.5,798000,7370000
4728,9/12/2001,BATS,-64.5,31.5,60.904,331000,3460000
4729,9/14/2004,BATS,-64.5,31.5,40.047,744000,5720000
4730,9/8/2007,BATS,-64.5,31.5,60,580000,4020000
4731,9/6/2005,BATS,-64.5,31.5,40.4,633000,5570000
4732,9/13/2000,BATS,-64.5,31.5,59.876,575000,6060000
4733,9/19/2003,BATS,-64.5,31.5,60.88,558000,7100000
4734,9/6/2006,BATS,-64.5,31.5,60.9,507000,8320000
4735,9/12/2008,BATS,-64.5,31.5,80.1,434000,5640000
4736,11/9/2001,BATS,-64.5,31.5,100.415,381000,4220000
4737,11/8/2006,BATS,-64.5,31.5,99,335000,6170000
4738,11/4/2003,BATS,-64.5,31.5,249.533,126000,2300000
4739,11/14/2000,BATS,-64.5,31.5,250.027,139000,1530000
4740,8/7/2001,BATS,-64.5,31.5,59.683,411000,3080000
4741,9/8/2007,BATS,-64.5,31.5,120.7,281000,3480000
4742,12/9/2005,BATS,-64.5,31.5,99.2,281000,5570000
4743,12/12/2000,BATS,-64.5,31.5,60.673,459000,3470000
4744,8/8/2000,BATS,-64.5,31.5,40.621,554000,5290000
4745,8/17/2004,BATS,-64.5,31.5,59.583,355000,2270000
4746,11/8/2006,BATS,-64.5,31.5,141.5,190000,3220000
